40.0588744 -106.3889199	Kremmling,CO
33.5726114 -84.4352045	Frog Hollow,GA
36.7776158 -81.5734497	Horseshoe Bend,VA
38.612619 -76.8533034	Bellewood,MD
39.5070479 -76.8727562	Berrywood Village,MD
41.23611 -96.0114051	Aksarben Mobile Home Park,NE
41.6111456 -87.6347683	Phoenix,IL
32.9690262 -93.4507281	Cullen,LA
38.7992812 -77.5141565	Carlyle Station,VA
39.6256587 -76.8427549	Wil-Mar Acres,MD
18.4607789 -66.7365641	El Coto,PR
42.7723121 -71.1597812	Graceland Park,MA
29.5174522 -98.3969596	Fratt,TX
38.3878549 -83.7860313	Craintown,KY
40.2839591 -80.3650636	Woodrow,PA
36.0911729 -88.4894965	Hico,TN
40.7896679 -111.934938	Byers and Tolles Addition,UT
34.0345981 -81.0450921	Eau Claire,SC
41.2383905 -80.7406349	Howland Corners,OH
39.1551124 -75.516868	Capitol Green,DE
41.2470234 -76.9521879	Lymehurst,PA
36.5481372 -83.6707465	Arthur,TN
34.1439986 -83.1543158	Cedar Grove,GA
40.6528741 -75.545185	Ruchsville,PA
32.0904265 -87.7813969	Doyle,AL
21.0913889 -156.7766667	Pauwalu,HI
31.3437849 -90.7101014	Mount Olive,MS
39.4056633 -76.4024608	Lereley,MD
61.7683333 -163.6222222	Chakaktolik,AK
35.9448414 -82.145677	Wing,NC
43.4345571 -124.2112245	Glasgow,OR
38.106181 -85.8621855	Valley,KY
33.1903964 -87.4547258	Norris Estates,AL
40.0491615 -101.5329443	Baney Trailer Park,NE
39.6009352 -76.9444245	Mexico,MD
35.8916696 -110.687638	Huk Ovi,AZ
33.2595567 -95.5296756	Hatchetville,TX
38.4417163 -89.2742452	Hoyleton,IL
33.6428869 -85.0254995	Shady Grove,GA
41.1778618 -76.5643954	Pine Summit,PA
39.9375997 -76.4538525	Bridgeville,PA
41.5837652 -121.9133367	Tennant,CA
18.3721712 -66.0154432	Los Cedros,PR
38.277135 -121.8241265	Olcott,CA
43.3174788 -90.8448502	Gays Mills,WI
42.0850903 -73.8270746	Clermont,NY
42.382338 -123.4670077	Wilderville,OR
42.2639098 -88.8442674	Belvidere,IL
33.9251159 -83.4373824	Epps Bridge Crossing,GA
41.1439466 -80.7223002	Summit,OH
44.3041364 -97.0570071	Ahnberg,SD
31.0182393 -97.0638799	Wilson,TX
38.877612 -77.1288681	Brockwood,VA
43.6225171 -82.9374401	Austin Center,MI
36.5745521 -82.1415197	Paperville,TN
38.5017668 -81.0556635	Whetstone,WV
36.7406817 -80.907301	Hebron,VA
45.0952417 -93.5474577	Corcoran,MN
36.589581 -80.418393	Claudville,VA
30.6213466 -81.8701088	Dyal,FL
44.859496 -74.9210326	Grantville,NY
35.1459935 -77.1599522	Clark,NC
34.7069338 -116.0550077	Ash Hill,CA
47.5182635 -115.8221047	Mace,ID
39.7878276 -84.760235	Campbellstown,OH
38.0929762 -120.1343539	Long Barn,CA
39.3795496 -76.8285868	Hernwood Heights,MD
33.4462193 -86.9183253	Roosevelt-Cairo Village,AL
41.6478787 -71.4745031	Nichols Corner,RI
38.5467885 -76.531899	Double Oak Estates,MD
38.4810711 -113.3419104	Newhouse,UT
38.5584494 -79.7369999	Thornwood,WV
37.275101 -82.841826	Omaha,KY
26.2228604 -80.1997691	Margate Estates,FL
18.2613417 -67.0646236	Hacienda Lamberti,PR
31.9868785 -81.1153893	Rivers End,GA
30.4196358 -91.1864961	University Terrace,LA
31.5212788 -89.3506182	Rainey,MS
41.4236894 -75.7899163	Shaffers Corners,PA
35.8741701 -110.6234701	Kykotsmovi Village,AZ
39.0981617 -79.6764514	Davisville,WV
29.5230165 -96.9966499	Breslau,TX
34.2263926 -118.0661797	Mount Wilson,CA
32.5368068 -84.9077089	Hearthstone,GA
40.9021672 -111.8749377	Hillsdale,UT
42.1034075 -76.2621549	Owego,NY
39.6464842 -78.0016666	Indian Springs,MD
41.5514428 -80.1145047	Shaws Landing,PA
41.7978095 -87.8447798	McCook,IL
36.5536957 -83.4974077	Oak Grove,TN
46.9052364 -94.7216739	Chamberlain,MN
47.0346157 -117.1546198	Eden,WA
39.4020462 -77.4927645	Stockman,MD
47.7437086 -122.3695739	The Highlands,WA
42.1893757 -111.171586	Harer,ID
37.8003294 -89.6253785	Jones Ridge,IL
37.237095 -77.5330433	Oak Hill Estates,VA
41.7839631 -76.9982982	Mainesburg,PA
38.7009484 -75.8960469	Linchester,MD
38.6800555 -86.2016485	Prowsville,IN
32.580697 -92.0804111	Northpark Village,LA
47.728482 -119.0080716	Hanson,WA
26.2914596 -98.3364048	Inspiration Heights Colonia,TX
39.9763 -75.4505	Eagleview,PA
34.7865238 -81.4620402	Lockhart,SC
42.3317642 -71.1211635	Brookline,MA
39.6565004 -75.7538238	Silver Brook,DE
43.7399639 -92.1362717	Fountain,MN
40.6834364 -73.9412488	Bedford-Stuyvesant,NY
36.045905 -89.499519	Band Mill,TN
30.4113497 -81.6534299	Holly Ford,FL
39.3789952 -76.68136	Summit Park,MD
35.8752812 -110.6204145	Kykotsmovi,AZ
40.5389921 -74.8337758	Darts Mills,NJ
33.5842071 -112.1645976	Greenbriar,AZ
45.7452466 -87.0645801	Escanaba,MI
33.0120724 -84.5002013	Molena,GA
41.9600274 -88.3097991	Fox River Estates,IL
35.7592416 -84.4393729	Dogwood Shores,TN
36.884288 -81.0095281	West Piney,VA
34.4523637 -81.475657	Maybinton,SC
36.5681234 -85.0224493	Davidson,TN
47.5977748 -98.922887	Brantford,ND
39.8981715 -74.595433	Four Mile Circle,NJ
41.1442635 -73.227891	Schoonhoven Park,CT
41.5489505 -79.4969922	Stewart Run,PA
34.5878702 -87.0219545	Griffin Addition,AL
48.9233284 -97.9181477	Walhalla,ND
38.5395336 -81.882634	Riverdale Estates,WV
36.0306917 -79.8844788	Hilltop,NC
36.9670915 -76.2877191	Willoughby Beach,VA
36.0950219 -106.1380798	La Chuachia,NM
20.8033333 -156.8125	Lopa,HI
48.2013031 -116.6924162	Morton,ID
42.0116932 -88.4236923	Silent Meadow,IL
40.4184721 -123.9405978	Holmes,CA
40.1950714 -79.7300428	Turkeytown,PA
39.0889564 -83.4896386	North Uniontown,OH
34.5420398 -88.0653178	Pleasant Site,AL
38.0433772 -87.8391927	Oliver,IN
18.1141275 -66.0643318	Campamento Guavate,PR
31.1079481 -98.3669783	Nix,TX
38.7269926 -89.9470455	Chinatown,IL
34.3047955 -105.5644474	Varney,NM
35.2267504 -89.0400626	Sugar Hill,TN
34.0016788 -117.9297854	Rowland,CA
26.4053452 -98.1852885	Colonia Big 5,TX
39.2595465 -77.5444325	Furnace Mountain,VA
40.6138367 -111.8713234	Lois,UT
33.5570792 -82.0692844	Westport,GA
35.3373002 -87.1305657	Campbellsville,TN
39.1511707 -84.4335523	Oakley Square,OH
34.4850935 -86.8311133	Henderson,AL
36.6925413 -86.4136037	Eubanks Ford,KY
37.6403874 -81.7748368	Guyan,WV
33.6045543 -84.3163122	Haven Park,GA
42.697478 -92.7835284	Butler Center,IA
36.328201 -78.4941657	Country Place,NC
33.8145485 -92.2226455	Hebron,AR
39.7788889 -105.0861111	Hillcrest Heights,CO
41.8033392 -91.9382346	High Amana,IA
42.8614748 -71.6253487	Amherst,NH
41.1056523 -73.398452	East Norwalk,CT
46.88409 -114.0842784	Green Field Mobile Home Park,MT
36.6445506 -82.1801337	Oak Grove,VA
43.9145122 -72.2809268	Beanville,VT
26.5161889 -81.9278662	Harlem Heights,FL
40.756702 -88.191158	Piper City,IL
41.1493189 -122.3105652	Dirigo,CA
31.1432419 -93.2729428	West End,LA
39.4234357 -77.2899834	Islands of Balmoral,MD
40.2186864 -79.0297497	Forwardstown,PA
31.3051703 -91.3595574	Doloroso,MS
34.7276635 -77.4057959	Momford Landing,NC
40.0876107 -75.0557273	Vereeville,PA
40.4109415 -74.136531	Hendrickson Corners,NJ
37.2370727 -80.4469962	Westover Hills,VA
41.5094444 -88.2197222	Vintage ,IL
33.9481537 -86.472764	Oneonta,AL
30.9224123 -84.0090606	Dawesville,GA
37.2276192 -81.0084183	Pumpkin Center,VA
34.0926086 -89.157568	Buckhorn,MS
35.2595723 -81.5684254	Brittain Village,NC
26.3064585 -98.5564106	Rancho Colonia,TX
61.6558333 -145.1752778	Tonsina,AK
34.4706614 -82.6706892	Homeland Park,SC
32.7494952 -117.1100315	East San Diego,CA
48.262609 -121.6062368	Andron,WA
45.6624354 -110.5610396	Park Addition,MT
38.8276783 -122.3405326	Knoxville,CA
33.9568186 -81.1242623	Fairhill,SC
35.7478554 -89.6425779	Lightfoot,TN
39.684767 -86.0160941	Galader Station,IN
48.4999666 -113.978729	West Glacier,MT
36.0569846 -97.6353263	Lovell,OK
41.0400917 -75.3057387	Tannersville,PA
46.5066266 -95.6255995	Richville,MN
35.1986842 -84.904113	Rolling Hills,TN
34.7195367 -92.2593161	Biddle,AR
18.4271689 -66.6487854	Palo Blanco,PR
41.7517218 -80.6678568	Denmark Center,OH
35.5893012 -80.9781318	Terrell,NC
38.2670762 -77.8058268	Gold Dale,VA
37.9606965 -78.5175122	Marshall Manor,VA
39.3230617 -94.1660555	New Garden,MO
17.983022 -66.8373977	Media Quijada,PR
42.2050383 -84.5527387	Spring Arbor,MI
37.2281049 -93.431304	Elwood,MO
36.8708593 -101.5771049	Hough,OK
34.2745373 -85.2749538	Lakeview,GA
46.4546698 -90.1312849	Jessieville,MI
40.7696684 -111.8541018	Mayflower Condominium,UT
26.8728176 -99.255314	Falcon Lake Estates,TX
41.5895457 -71.4342232	Kiefer Park,RI
48.1688908 -99.9184655	Silva,ND
31.7612682 -86.0138405	Meadow Grove,AL
38.8225486 -86.8869483	Burns City,IN
43.9286933 -69.4308806	Loudville,ME
26.0459229 -80.3289398	Sunshine Ranches,FL
36.2734688 -79.7889222	Midway,NC
40.4873178 -75.6707457	Longsdale,PA
29.1588625 -97.2913784	Buchel,TX
65.2097222 -161.1655556	Haycock,AK
42.4925096 -89.7923428	Winslow,IL
44.2252632 -103.5782475	Benchmark,SD
39.815 -86.3280556	Clermont Mobile Home Park,IN
38.9487235 -76.5610733	Chestnut Hills,MD
38.5449065 -121.7405167	Davis,CA
30.1571448 -91.821227	Levert,LA
33.5748359 -90.9845492	Stringtown,MS
40.2942415 -78.9075247	Moxham,PA
43.1778342 -78.8194813	Cambria Center,NY
33.8298361 -88.5581003	Woodcrest,MS
46.7637822 -116.701824	Nora,ID
40.9418652 -115.5956209	Ryndon,NV
40.3810948 -105.5044422	Stanley Heights Subdivision,CO
26.313968 -80.1500451	West Deerfield Beach,FL
34.7915494 -79.4578242	North View,NC
32.8733837 -116.6364086	Stallion Oaks,CA
33.0367905 -85.1332742	Vernon Ferry Estates,GA
37.1681678 -81.9028995	Grimsleyville,VA
41.676876 -111.8799443	College Ward,UT
40.3612043 -75.8351998	Five Points,PA
42.598687 -74.3329156	Middleburgh,NY
39.8006685 -75.4596404	Claymont,DE
42.7842011 -84.5427574	Valley Farms,MI
37.4773641 -79.1083577	Glenwood,VA
44.3656302 -69.2530985	Woodmans Mills,ME
32.6762432 -97.9408718	Brock,TX
42.2218 -83.3949	Romulus Post Office,MI
38.7308682 -92.2629641	Oldham,MO
43.4272145 -98.6092492	New Holland,SD
40.3678141 -87.0969551	Black Rock,IN
43.2264702 -71.3509006	Gossville,NH
35.101531 -81.0664648	Catawba Ridge,SC
32.8454162 -83.5526776	Kings Park,GA
30.3899141 -99.4672771	Noxville,TX
43.7103448 -72.8273265	North Sherburne,VT
33.3978931 -87.7094558	Montgomery Lakes,AL
41.9950276 -88.1856301	Bartlett,IL
26.2434075 -97.7252702	Combes Colonia,TX
31.5709955 -86.0671718	Bluff Springs,AL
28.7997108 -82.0206396	Adamsville,FL
39.9614631 -80.3078432	Nineveh,PA
36.2658999 -91.7804244	Morriston,AR
39.3845025 -84.3735522	Bethany,OH
37.8351217 -80.2578475	Mapledale,WV
39.6506677 -75.660763	Lakecroft II,DE
40.8985561 -111.8891047	Birdella Park,UT
37.5991005 -121.9244028	Brightside,CA
36.545377 -82.6609898	Mount Carmel,TN
40.1884272 -76.3252353	Halfville,PA
31.2291054 -82.3873532	Winona Park,GA
39.714002 -75.5652016	Overview Gardens,DE
39.9514611 -81.6131801	Buckeyeville,OH
40.7808489 -92.7421385	Udell,IA
48.5569174 -113.0134175	Browning,MT
33.5773336 -84.4518717	Lynley Estates,GA
37.261223 -81.9426241	Hale Creek,VA
31.217399 -90.1925905	Dinan,MS
40.9122551 -88.4528336	Eylar,IL
41.3447144 -93.7388315	Wick,IA
42.5500877 -72.2703614	Eaglesville,MA
39.4912125 -77.4258187	Sundays Manor,MD
40.9249449 -111.8743825	Orchard View,UT
38.3566879 -93.942162	Delmar,MO
30.0565906 -91.7370595	Loreauville,LA
39.5008825 -85.1863522	Laurel,IN
41.1116103 -112.0541097	Westmond Condominium,UT
37.9077778 -84.027778	Lost Creek,KY
40.5660862 -106.8883834	Mad Creek,CO
33.9959335 -85.7099645	Estes Crossroads,AL
44.4222884 -70.1442233	Haines Corner,ME
46.7029373 -117.4693525	Almota,WA
39.1139333 -89.1661858	Bayle City,IL
44.9733333 -94.0525	Country Acres,MN
34.7463889 -118.1313889	Sierra Villa Mobile Home Park,CA
40.6642322 -79.2025366	Fulton Run,PA
18.259956 -65.6546062	Jardines de Ceiba II,PR
34.9884083 -85.2569002	Mission Oaks,TN
39.8811829 -81.7754084	Freeland,OH
37.2563889 -76.5038889	York River Pines,VA
34.4745341 -93.2360199	Sunshine,AR
31.7087753 -85.6104972	Clio,AL
37.4975469 -87.9453	Sullivan,KY
45.778818 -111.1807863	Belgrade Trailer Court,MT
38.2333583 -94.8538516	Farlinville,KS
38.0894948 -89.8509379	Walsh,IL
39.2285051 -121.059394	Cypress Hill,CA
39.45538 -77.02887	Montclare,MD
30.6743588 -84.8385306	Hardin Heights,FL
42.7078553 -73.9223466	Hartmans Corners,NY
35.8642128 -97.5619888	Cedar Valley,OK
29.8827041 -90.9748199	Albemarle,LA
47.821318 -93.1560126	Togo,MN
37.8492393 -84.9902345	Duncan,KY
33.0601231 -85.1579974	Vernon,GA
41.3461608 -82.521283	Shinrock,OH
36.5673251 -82.3331958	Beechnut City,TN
36.6633923 -89.0672874	Oakton,KY
38.4609563 -76.4688407	Long Beach,MD
40.8500648 -79.3272627	Echo,PA
30.8957573 -83.2490406	Academy Acres,GA
37.6256449 -83.388792	Sewell,KY
17.7171965 -64.780423	Profit,VI
32.8359642 -94.988827	Bethlehem,TX
40.5019911 -84.5457883	Coldwater Beach,OH
41.4453716 -74.0809765	Meadowbrook,NY
33.4918203 -80.8556476	Orangeburg,SC
37.8769 -122.4713	Belvedere Island,CA
37.5650188 -101.5615582	Big Bow,KS
39.6913769 -105.3616598	Bergen Park,CO
28.1575156 -81.9050802	Orangedale,FL
36.4135606 -119.0987176	Woodlake,CA
31.4478762 -110.306747	Bledsoe,AZ
48.1135656 -113.308696	Three Forks,MT
43.2797915 -75.6435156	Blossvale,NY
33.7823291 -84.7143797	Parkway Estates,GA
37.8815932 -122.5174744	Manzanita,CA
38.8199665 -112.4038267	Kanosh Indian Village,UT
32.9068227 -82.6656894	Riddleville,GA
31.3215597 -85.836049	Jamestown Colony,AL
44.6363518 -96.1655948	Porter,MN
46.1202314 -88.6479104	Forbes Location,MI
36.1623151 -83.2996129	Fernwood Heights,TN
43.9383164 -88.7062219	Elo,WI
26.3731249 -97.9716692	Monte Alto,TX
37.6498252 -82.219582	Rawl,WV
40.6264875 -75.345735	Freemansburg,PA
39.6363889 -104.7672222	Summer Lake,CO
36.35559 -97.7056082	Fairmont,OK
45.0722854 -68.8961476	Bradford Center,ME
47.7713446 -94.8474863	Nebish,MN
36.9395944 -77.2846944	Booker,VA
35.7125825 -84.0026827	Green Valley,TN
38.6290054 -75.9463258	West Haven,MD
33.7556606 -87.0499992	Sumiton,AL
35.1416792 -111.6943279	Fort Tuthill,AZ
48.9735983 -97.1989516	Saint Vincent Junction,MN
36.3805337 -114.4077543	Stewarts Point,NV
31.3118484 -92.5606969	Weil,LA
35.0018151 -80.8556287	Pleasant Valley,SC
40.8497864 -79.5100447	Gosford,PA
36.9281474 -82.9654405	Clover,KY
40.3356659 -74.0287499	Little Silver Point,NJ
39.6314621 -81.3376169	Harriettsville,OH
45.3188889 -93.8172222	West Side Mobile Home Park,MN
42.2386716 -79.0311516	Conewango,NY
44.8536652 -75.1221534	Dalton Crossing,NY
42.1875933 -72.3356375	Thorndike,MA
39.6746838 -111.4343549	Oak Creek,UT
34.6595468 -90.1848162	Cottonville,MS
47.9834331 -121.9292931	Lake Roesiger,WA
33.0867828 -95.5649546	Martin Springs,TX
39.1306126 -84.8424507	Lawrenceburg Junction,IN
39.8950998 -76.7424692	Reynolds Mill,PA
37.6097404 -99.2081659	Brenham,KS
40.0894585 -98.7589619	Riverton,NE
40.7936701 -80.9559221	Adair,OH
40.5864939 -73.817912	Holland,NY
36.2247765 -86.6258293	Hopewell,TN
35.8175825 -83.9785164	Airport Plaza,TN
34.1998187 -84.7404917	Center,GA
38.3261753 -86.1710859	Fairdale,IN
48.0562028 -123.0848986	Bell Hill,WA
39.9797587 -86.0099841	New Britton,IN
39.0062204 -77.4285992	Sterling,VA
45.0526223 -122.5678642	Wilhoit,OR
32.3698684 -85.0077091	Flournoys,AL
40.8372809 -81.2595519	Louisville,OH
36.111736 -91.8679256	Larkin,AR
36.0754183 -79.0997348	Hillsborough,NC
39.2631608 -77.2149832	Greenhills,MD
63.1447222 -156.5194444	Ophir,AK
34.4484224 -84.8443839	Farmville,GA
29.9474265 -90.1300736	Carrollton,LA
41.9643628 -113.1563815	Cedar Creek,UT
37.4643144 -77.4552618	Ampthill Heights,VA
41.8641997 -87.6361633	Conleys Patch,IL
33.6530947 -112.1537649	Autumn Ridge,AZ
45.3573432 -122.3589761	Eagle Creek,OR
37.7012568 -77.8063832	Horsepen Hills,VA
39.391447 -84.3710522	Jericho,OH
34.5187768 -77.3724603	Chadwick Acres,NC
35.7903453 -85.1652396	Old Winesap,TN
47.9252686 -97.6670321	Hannah Junction,ND
42.0388883 -91.5543426	Eagle Ridge Community,IA
62.9211111 -143.7691667	Mentasta Lake,AK
18.4057809 -66.0346101	Los Maestros,PR
32.4701424 -84.9082638	Hillside Terrace,GA
34.7814099 -111.5126495	Stoneman Lake,AZ
43.2492463 -71.6195189	Riverhill,NH
39.9070582 -74.7882172	Sandtown,NJ
33.6986294 -117.9603365	Rancho La Siesta Mobile Home Park,CA
36.3536683 -96.7047541	Esau Junction,OK
35.7920273 -83.9640709	Vose,TN
33.6071108 -79.5386726	Morrisville,SC
40.8906113 -83.3315887	Lovell,OH
31.7898967 -94.7318788	Linn Flat,TX
42.2973146 -71.862017	Camp Kinneywood,MA
42.1105813 -88.1942449	Barrington Center,IL
41.9334074 -76.7985671	Dunning,PA
37.6868081 -78.9464118	Kingswood,VA
29.3930129 -98.2372329	Adkins,TX
27.2753025 -99.4183733	Dolores Colonia,TX
47.2146842 -110.9335612	Riceville,MT
39.7555917 -88.8509063	Hervey City,IL
33.1528166 -117.1386442	Foothills of San Marcos Mobile Home Park,CA
34.6723069 -86.0341463	Scottsboro,AL
45.9278898 -122.3795412	Chelatchie,WA
43.3233576 -83.2480026	Silverwood,MI
18.0819052 -67.0385118	Vivoni,PR
35.77925 -83.9462921	Bittle Heights,TN
39.0573349 -75.397418	South Bowers,DE
41.3416636 -95.9744585	Town and Country Mobile Homes,NE
40.3267552 -76.8230274	Colonial Hills,PA
41.4289413 -83.676324	Country Manor Estates,OH
40.5771707 -111.822155	Hillborough Heights,UT
32.4765631 -81.7945566	Westchester,GA
40.2732 -75.2798	Pelham Green,PA
38.7214601 -84.0965977	Bladeston,KY
34.7759958 -77.3707942	Country Club Acres,NC
60.7158333 -151.7475	Kustatan,AK
37.6740026 -81.3681585	Hotchkiss,WV
40.4792348 -79.1997569	Black Lick,PA
32.5176378 -96.8044421	Red Oak,TX
37.9711913 -83.9351992	Levee,KY
40.7967244 -81.5215093	Massillon,OH
36.0528763 -95.2607953	Yonkers,OK
36.0803589 -83.9424099	Halls Crossroads,TN
20.8 -156.3280556	‘Ōma‘opio,HI
42.0060288 -113.2036055	Strevell,ID
34.0984317 -84.490208	Driftwood Station,GA
41.5742423 -76.2015986	Stowell,PA
29.699653 -91.3634407	Calumet,LA
32.3834038 -111.5006693	Silver Bell,AZ
34.8334579 -81.9920463	Moore,SC
37.6674338 -122.4505283	Treasure Island Mobile Home Park,CA
35.3948226 -83.1904231	Beta,NC
33.650102 -86.4533162	Shady Acres,AL
44.3297359 -84.9447578	Merritt,MI
42.7923115 -71.1861708	Wilson Corners,NH
41.1492493 -75.9451994	Nuangola Station,PA
35.5431267 -86.7083311	Laws Hill,TN
39.1448335 -75.8982714	Stevens Corner,MD
36.933433 -82.6290459	Norton,VA
30.6835235 -88.1958366	Huntleigh Woods,AL
35.2928624 -91.6079124	Midway,AR
36.5038392 -119.6831892	Wildflower,CA
29.4916284 -82.8637314	Hardeetown,FL
41.2872723 -84.5535617	Sherwood,OH
40.2386739 -82.6923934	Croton,OH
26.2264618 -98.3233488	Conway Plaza Colonia,TX
35.8967321 -85.5894233	Darkey Springs,TN
42.2194686 -87.9795188	Vernon Hills,IL
38.0088889 -83.930556	Donathon ,KY
26.3192371 -98.0702841	Country Terrace Estates Colonia,TX
39.3530598 -100.163744	Studley,KS
36.6428812 -82.2893058	Ketron,VA
33.2903945 -87.5002826	Yacht Club Bay,AL
33.396776 -86.8277674	Verdue Knolls,AL
34.5639955 -82.7012469	Middleton Shores,SC
41.3109137 -75.8104721	Port Griffith,PA
33.6382226 -79.4245008	Union Crossroads,SC
32.7901404 -83.6629601	South Highlands,GA
47.1376017 -122.1487261	Prairie Ridge,WA
41.6611444 -87.7525511	Crestwood,IL
40.3459249 -76.449963	Coheva,PA
34.0351541 -80.4645265	Hillcrest,SC
39.7195055 -83.2651926	Mount Sterling,OH
29.5749585 -97.1427643	Moulton,TX
41.2949426 -111.9541083	Stone Creek,UT
38.7820067 -84.9866158	Markland,IN
41.1923045 -75.7849157	Forest Park,PA
36.4369786 -97.5856053	Garber,OK
40.3617519 -77.1713708	Crums Corners,PA
35.8884103 -84.3396468	Lakeland Subdivision,TN
36.7428624 -84.0657646	Julip,KY
41.1203736 -73.9931949	Germonds,NY
30.2188079 -90.8203734	Acy,LA
43.6495163 -72.0961977	West Canaan,NH
40.18528 -97.083644	Jansen,NE
43.4050858 -70.4269948	Clock Farm Corner,ME
37.5067578 -83.3443452	Kragon,KY
39.998432 -76.3299601	Wabank,PA
41.9439913 -70.8230949	Prospect Hill,MA
30.8010124 -98.471421	Golden Beach,TX
38.5430863 -92.3643526	Lohman,MO
40.3592333 -80.9317579	Cadiz Junction,OH
42.1980798 -88.2534159	Trout Valley,IL
47.3557881 -111.4413577	Truly,MT
34.8431733 -82.4295679	West Greenville,SC
42.4006284 -76.020758	Killawog,NY
33.6653846 -85.3932869	Plainview,AL
40.777511 -92.9438118	Mystic,IA
41.2571664 -111.9749415	Orchard Grove Addition,UT
39.708435 -76.9163679	Wentz,MD
41.277 -81.1448208	Jeddoe,OH
44.9025682 -69.0108732	West Levant,ME
41.6175615 -78.9783706	Brookston,PA
39.3126065 -76.6980264	Wakefield,MD
32.1785145 -82.5945783	Mount Vernon,GA
40.1651093 -75.0601709	County Line,PA
37.7567577 -83.1679519	Kernie,KY
33.9748887 -79.1803201	Jones Crossroads,SC
43.205347 -75.5876799	New London,NY
40.7345024 -81.5734567	Camp Creek,OH
35.4537485 -80.8428508	Caldwell,NC
31.9620978 -89.0089432	Kelona,MS
33.9112141 -91.430677	Oaklawn,AR
33.7556599 -87.001665	Bagley,AL
38.726501 -75.100737	Henlopen Keys,DE
18.4152256 -66.3187803	Espinosa,PR
39.104527 -81.0359436	Long Run,WV
36.2062014 -83.3982291	Woodcrest Hills,TN
41.1459027 -77.421369	Dunnstown,PA
41.0036719 -80.3470091	New Castle,PA
18.3849484 -65.9523872	Rosa María,PR
31.5460281 -82.8029198	Cherokee Hills,GA
43.4986803 -76.3343781	Pleasant Point Crossing,NY
43.0820116 -75.9635289	Saintsville,NY
42.3461807 -77.6613804	North Hornell,NY
43.182692 -112.5047045	Thomas,ID
34.9759211 -86.4736028	Fairview,AL
39.4931637 -76.3055136	Broadview,MD
43.588125 -72.6250967	Bridgewater,VT
44.2433455 -85.0869831	Falmouth,MI
40.4718885 -112.3621713	Bauer,UT
39.1928853 -76.7241371	Hanover,MD
35.3962069 -94.9835649	Tamaha,OK
37.398425 -83.3776805	Wolf Coal,KY
37.0627778 -76.3891667	Armistead Heights,VA
30.3407629 -97.5569456	Manor,TX
17.7327514 -64.7734783	La Reine,VI
35.3211393 -108.44063	Page,NM
44.0117431 -70.1175532	Blake Corner,ME
37.7072694 -90.9167962	Enough,MO
42.9380468 -96.6075355	Big Springs,SD
42.5750874 -72.2189716	The Street,MA
38.772339 -76.5488466	Masons Beach,MD
36.1045738 -81.6459375	Bailey Camp,NC
46.4657809 -89.9635027	Wico,MI
39.6176068 -76.2413447	Nobles Mill Estates,MD
34.7808895 -106.3136325	King Place,NM
26.1092432 -97.9572242	Los Leones Colonia,TX
35.4200947 -94.8674496	Harrison,OK
36.262871 -83.2376693	Fairfield Acres,TN
36.6589507 -93.1387904	Ozark Beach,MO
40.404815 -76.0649402	Mount Pleasant,PA
32.4840421 -93.8612923	Longwood Village,LA
36.7064656 -84.5674396	Oz,KY
42.0181472 -74.0148606	Ruby,NY
27.429763 -82.6803773	Whitney Beach,FL
38.6514445 -86.2610944	Campbellsburg,IN
41.5839505 -78.8391988	Carlson,PA
47.464372 -92.5087953	Genoa,MN
33.7567174 -110.512884	Seneca,AZ
44.268136 -68.3127941	Manset,ME
39.9831276 -81.5598447	Oakwood,OH
39.6781675 -75.6974319	Ogletown,DE
